NEW YORK CITY DEPARTMENT OF INVESTIGATION,,,,,,,,,,
NEW YORK CITY HOUSING AUTHORITY,,,,,,,,,,
OFFICE OF THE INSPECTOR GENERAL,,,,,,,,,,
,,,,,,,,,,
NYCHA'S SMALL PROCUREMENT 2021,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Procurement Type,Purchase Order Number,Purchase Order Type,Vendor Name,Contract Description,Administering Department,Ship To Location,Borough,PO Total Amount,,
SMALL PURCHASE,2104365,STANDARD,GIL MEYEROWITZ INCORPORATED,"full face comp gasket, 2- 1/2 x 4-1/1 x 4-1/2 blk nipple- Quote #087249-Requisition 1504466",Brooklyn Property Management,RED HOOK WEST-0230,BROOKLYN,$162.27,,
SMALL PURCHASE,2104368,STANDARD,SUPERIOR HEATING SUPPLY INC.,HOT SURFACE IGNITOR-Quote #M1826--Requisition #1505135,Brooklyn Property Management,PARK ROCK CONSO-0765,BROOKLYN,"$1,100.00",,
SMALL PURCHASE,2104370,STANDARD,REDLYN ELECTRIC CORP. DBA LOUIS SHIFFMAN ELECTRIC,"440 1/2 plastic bushing, emtstlcn200, Quote #49873- Requisition #1502641",Brooklyn Property Management,PARK ROCK CONSO-0765,BROOKLYN,$928.78,,
SMALL PURCHASE,2104372,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",WYCKOFFSTORERM - HARDWARE.HARDWARE - DOOR - QUOTE - KEY BLANK - QUOTE 9759,Brooklyn Property Management,WYCKOFFSTORERM,BROOKLYN,$124.22,,
SMALL PURCHASE,2104376,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",TILDENSTORERM - HARDWARE.HARDWARE - DOOR - HARDWARE.SHELF - MISCELLANEOUS HARDWARE - QUOTE 9757,Brooklyn Property Management,TILDENSTORERM,BROOKLYN,"$1,361.52",,
SMALL PURCHASE,2104377,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","TAYLORWYTHESTORERM - HARDWARE.HARDWARE - DOOR HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 9756",Brooklyn Property Management,TAYLORWYTHESTORERM,BROOKLYN,$509.68,,
SMALL PURCHASE,2104386,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","MARLBOROMAINSTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS HARDWARE.HARDWARE - DOOR - QUOTE 9752",Brooklyn Property Management,MARLBOROMAINSTORERM,BROOKLYN,$485.47,,
SMALL PURCHASE,2104388,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","MARCUSGARVEYSTORERM - HARDWARE.HARDWARE - DOOR HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 9751",Brooklyn Property Management,MARCUSGARVEYSTORERM,BROOKLYN,$657.56,,
SMALL PURCHASE,2104393,STANDARD,GENERAL MAINTENANCE SUPPLY CORP,ROOSEVELTSTORERM - HARDWARE.HARDWARE - WINDOW - HARDWARE.HARDWARE - DOOR - QUOTE 49296,Brooklyn Property Management,ROOSEVELTSTORERM,BROOKLYN,$473.86,,
SMALL PURCHASE,2104405,STANDARD,CANARSIE GLASS AND LOCK SERVICE,"American padlocks- order placed by WILLIAMS-BREWST, PATRICIA",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,050.00",,
SMALL PURCHASE,2104407,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,"Burner shaft assemblies BHE9- order placed by GRANT, TYRONE for Marcy Houses",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,998.00",,
SMALL PURCHASE,2104409,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,"Double shaft motors BHE9 for Marcy- order placed by GRANT, TYRONE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,528.00",,
SMALL PURCHASE,2104411,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,"Burner Shaft Assemblies (BHE8), Primary Air Fans (BHE8)- order placed by MARCELIN, JADE L- for Marlboro",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,451.00",,
SMALL PURCHASE,2104414,STANDARD,THOMAS C WILSON LLC,"BRASS PLUGS 1-1/4"" 15-22 GA, Quotation # 232072- Order placed by GARLAND, LAKISHA",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,203.04",,
SMALL PURCHASE,2104433,STANDARD,PRIME ELECTRIC MOTOR REPAIRS INC.,BOULEVARD-0637 - TITAN BRAKE PADS - SALES ORDER #4249,Brooklyn Property Management,BOULEVARD-0637,BROOKLYN,$350.00,,
SMALL PURCHASE,2104435,STANDARD,DAYTON INDUSTRIAL CORP,"GASKET, FELT, USED FOR BACK OUTLET TOILETS, 5"" OUTER DIA X 3"" INNER DIA X 1"" THICKNESS, JR SMITH MFG. COMPANY #5 OUTER- Quote #159665",Brooklyn Property Management,GLENWOODSTORERM,BROOKLYN,$170.00,,
SMALL PURCHASE,2104449,STANDARD,W.W. GRAINGER INC.,"MACHINERY - NYS#PC67235 - PUMP, SUMP, 4/10 HP, HOT WATER, 1-1/2"" NPT, 18 FT.MAX, CAST IRON BODY WITH 303 STAINLESS STEEL BASE & 10 FT CORD, GRAINGER #5YE81 - REQ# 1496089- UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$4,648.43",,
SMALL PURCHASE,2104451,STANDARD,COLONIAL HARDWARE CORPORATION,"MACHINERY - LADDER, STEP, 4 FT., FIBERGLASS, SINGLE SIDED WITH (3) STEPS, 375 LB CAPACITY, ANSI TYPE IAA, GRAINGER #4XN71 OR WERNER #7404, OR EQUAL - REQ# 1507488 UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,331.05",,
SMALL PURCHASE,2104455,STANDARD,COURT STREET STATIONERS INC,"office supplies & equipment- chairs, binder, pen, sofa quote",Brooklyn Property Management,CAREY GARDENS -0288,BROOKLYN,"$4,572.94",,
SMALL PURCHASE,2104461,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,"Primary air fans # 06673 for Marlboro -order placed by MARCELIN, JADE L (Jermaine Jordan)",Brooklyn Property Management,MARLBORO-0426,BROOKLYN,"$3,642.00",,
SMALL PURCHASE,2104462,STANDARD,GIL MEYEROWITZ INCORPORATED,"LENGTH 3 x 10 BLK PIPE, 1/2 STEEL WASHER, 8 OZ MEGALOC 15-806- Quote #087305",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$817.53,,
SMALL PURCHASE,2104463,STANDARD,SUPERIOR HEATING SUPPLY INC.,"BLOWER FAN WHEEL PVI- Quote #M1832- order placed by MELENDEZ, RAFAEL",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$472.00,,
SMALL PURCHASE,2104464,STANDARD,TRI-STATE PUMP & MOTOR INC.,"A SPLIT CASE BOILER FEED WATER PUMP- Quote #TPM#9365-order placed by HERNANDEZ, LILLIAN",Brooklyn Property Management,SUMNER-0538,BROOKLYN,"$2,850.00",,
SMALL PURCHASE,2104465,STANDARD,GIL MEYEROWITZ INCORPORATED,"4 CI COMPANION FLANGE - 2 1/2""M HOSE X M IPS ADAPTER--Quote #087332",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,008.71",,
SMALL PURCHASE,2104542,STANDARD,DAYTON INDUSTRIAL CORP,"14"" STD FLANGED OS&Y GATE VALVE- Quote #159663- Emergency Request needed for Friday",Brooklyn Property Management,MARLBORO-0426,BROOKLYN,"$4,399.00",,
SMALL PURCHASE,2104553,STANDARD,DAYTON INDUSTRIAL CORP,"BOWL, ONLY, 1.28 GPF MAXWELL COMPACT, WHITE, ELONGATED BACK OUTLET, GERBER #21-975,TANK, ONLY, 1.28 GPF, MAXWELL, GERBER #28-980- Quote #159712",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$2,904.60",,
SMALL PURCHASE,2104555,STANDARD,MAYFLOWER SALES HOLDING LLC DBA/MAYFLOWER SALES CO LLC,FARRAGUT-0532 - HARDWARE.HARDWARE - DOOR - Cut 15 keys for building #! 237 Nassau Street. - QUOTE Q095285,Brooklyn Property Management,FARRAGUT-0532,BROOKLYN,$207.00,,
SMALL PURCHASE,2104558,STANDARD,MILLER PROCTOR NICKOLAS INC,"GASKET, HAND HOLE, 3-1/4"" X 4-1/2"" E, ALLSTATE #1120, GASKET, HANDHOLE, 3-1/4"" X 4-1/2"" OBRO, MILLER PROCTOR #853-935- Quote # PQTE0009032",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,395.80",,
SMALL PURCHASE,2104563,STANDARD,DAYTON INDUSTRIAL CORP,"GASKET, MANHOLE, 12"" X 16"", KEWANEE BOILER #216790482001, PLATE, 12 X 16 300 PSI MANHOLE PLATE, ASSEMBLY WITH YOKES, BOLTS & NUTS, LESS GASKET, H.C. OSWALD #PM10PNC- Quote #159673",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$3,996.50",,
SMALL PURCHASE,2104564,STANDARD,DAYTON INDUSTRIAL CORP,"COUPLING 5/8"" X 1/2"", BELL & GOSSETT # 118709, SEAL ASSEMBLY, BELL & GOSSETT #118681- Quote #159671-order placed by GONZALEZ, CARLOS",Brooklyn Property Management,BORINQUEN PLAZA-0353,BROOKLYN,"$1,995.67",,
SMALL PURCHASE,2104593,STANDARD,DAYTON INDUSTRIAL CORP,"GASKET 40 X 40 X 3/32 BLACK GOLD GRAPHITE PAPER SHEET.,GARLOCK # MGS332--Quote #159713--order placed by GRANT, TYRONE",Brooklyn Property Management,MARCY-0514,BROOKLYN,"$1,600.00",,
SMALL PURCHASE,2104608,STANDARD,W.W. GRAINGER INC.,BREVOORT-0213- QUOTE# 2047046097 UNDER NYS CONTRACT# PC67235 (60) LAMPS/ BULBS,Brooklyn Property Management,BREVOORT-0213,BROOKLYN,$349.80,,
SMALL PURCHASE,2104664,STANDARD,"BARRY INDUSTRIES, INC. DBA BARRY SUPPLY CO",UNITY PL. STORAGE - HARDWARE.HARDWARE - WINDOW - WINDOW BALANCES,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$2,125.00",,
SMALL PURCHASE,2104670,STANDARD,DAYTON INDUSTRIAL CORP,"SINK, SINGLE BOWL, TOP MOUNT, 25"" LONG X 22"" HIGH, 18 GAUGE STAINLESS STEEL, GOURMET (LUSTERTONE) SATIN FINISH, WITH 3-1/2"" DRAIN SIZE, ELKAY #LR2522",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$1,434.50",,
SMALL PURCHASE,2104703,STANDARD,"AZA SALES CO., INC.","REIDSTORERM - HARDWARE.HARDWARE - DOOR - KNOB, 37 1-7/8"" BP, POLISHED BRASS - KNOB, BRASS, FOR BI-FOLD DOOR - QUOTE 17652",Brooklyn Property Management,REIDSTORERM,BROOKLYN,$126.00,,
SMALL PURCHASE,2104713,STANDARD,W.W. GRAINGER INC.,"MACHINERY - NYC RC Contract # 20181203197 - HEAD, SQUEEGEE, STANDARD 14.5 INCH, FOR 1750 NTC SYSTEM, KAIVAC #CVS12S, OR EQUAL - REQ# 1501581 - GARVEY GROUP A (0381)",Brooklyn Property Management,GARVEY GROUP A (0381),BROOKLYN,"$4,758.19",,
SMALL PURCHASE,2104718,STANDARD,ACE TOOL REPAIR INC.,"MACHINERY - 1NYS#PC67235 - AIR COMPRESSOR, 4 GALLON TWIN STACK TANK, PORTABLE, 1.1 HP, 120V, 125 PSI, GRAINGER #1VAP1 OR DEWALT #D55151, OR EQUAL - REQ# 1507663, 1495215, 1497167, 1498962",Brooklyn Property Management,INGERSOLL-0510,BROOKLYN,$241.28,,
SMALL PURCHASE,2104731,STANDARD,"CAPP, INC","SHAFT LEFT HAND THREAD FORCED DRAFT BHE-9 (CAP #529268),PREFERRED #A-1096,SHAFT ASSEMBLY - FORCED DRAFT (8) B, BHE, BP, FOR BURNER, PREFERRED #A-1095- Quote--S2609760",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$8,888.00",,
SMALL PURCHASE,2104743,STANDARD,"JAMAICA HARDWARE & PAINTS, INC","UNITYPLAZASTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS HARDWARE.MAILBOXES - QUOTE 9795",Brooklyn Property Management,UNITYPLAZASTORERM,BROOKLYN,$85.35,,
SMALL PURCHASE,2104746,STANDARD,HOBBY OFFICE CORP,PRICE REQUEST - UNITY PL. STORAGE - LIQUID HAND SOAP CLEANER - ESTIMATE #11864,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$267.00,,
SMALL PURCHASE,2104785,STANDARD,W.W. GRAINGER INC.,"MACHINERY - NYS#PC6723 - TRUCK, BASKET TYPE, 20 BUSHEL CAPACITY, BLUE VINYL, 48"" LONG X 32"" WIDE X 30"" HIGH, GRAINGER #4W331 - REQ# 1508504 - WYCKOFF GARDENS-0272",Brooklyn Property Management,WYCKOFF GARDENS-0272,BROOKLYN,"$1,328.84",,
SMALL PURCHASE,2104803,STANDARD,"JAMAICA HARDWARE & PAINTS, INC",UNITY PL. STORAGE - PAINT MATERIAL - QUOTE #9779,Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,370.60",,
SMALL PURCHASE,2104817,STANDARD,W & S SUPPLY CO D/B/A ELIZABETH INDUSTRIAL,COOPER PARK-0223 - HARDWARE.METALS - FABRICATION ALUMINUM - QUOTE 2444,Brooklyn Property Management,COOPER PARK-0223,BROOKLYN,"$1,162.00",,
SMALL PURCHASE,2104829,STANDARD,INDEPENDENT HARDWARE INC.,"SHEEPSHEADBAYMAINSTORERM - HARDWARE.HARDWARE - DOOR - PLATE, MORTISE LOCK CYLINDER GUARD - QUOTE 48349",Brooklyn Property Management,SHEEPSHEADBAYMAINSTORERM,BROOKLYN,$234.00,,
SMALL PURCHASE,2104836,STANDARD,"PARISER INDUSTRIES, INC.","UNITY PL. STORAGE - SODIUM SULFITE, DEEA, & SODIUM HYDROXIED-LIQUID - SALES #76844",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$5,024.00",,
SMALL PURCHASE,2104844,STANDARD,STRATEGIC RESPONSE INITIATIVES,MILL BROOK-0570- QUOTE# 6083080 (25) BULBS/ LAMPS,Brooklyn Property Management,MILL BROOK-0570,BROOKLYN,$958.75,,
SMALL PURCHASE,2104898,STANDARD,FASTENAL COMPANY,CityWide/L.I.C.W- QUOTE# 88317 UNDER NYS CONTRACT# PC67227 LAMPS/ BULBS,Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,$625.44,,
SMALL PURCHASE,2104899,STANDARD,"MOTION CONTROL ENGINEERING, INC.","GOWANUS-0515 - SENSOR, FOR USE WITH LS-QUTE LANDING UNIT - QUOTE #20333347",Brooklyn Property Management,GOWANUS-0515,BROOKLYN,$550.00,,
SMALL PURCHASE,2104910,STANDARD,DAYTON INDUSTRIAL CORP,"TRAP, STYLE TRAP-G, 1-1/2"" X 1-1/4"" IN NYIPS, WITH CLEANOUT, # TRAP-G- Quote #159845",Brooklyn Property Management,CityWide/L.I.C. Warehouse,BROOKLYN,"$2,421.50",,
SMALL PURCHASE,2104914,STANDARD,SHERWIN WILLIAMS,GOWANUS-0515 - PAINT MATERIAL,Brooklyn Property Management,GOWANUS-0515,BROOKLYN,"$1,883.40",,
SMALL PURCHASE,2104922,STANDARD,UNITED SUPPLY CORP.,"MACHINERY - CUTTER, TOYO OIL CUTTER, BRASS HANDLE, STRAIGHT HEAD, CRL #TC17B - REQ# 1494458, 1499498, 1500972 - UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$649.54,,
SMALL PURCHASE,2104932,STANDARD,UNI CHEM INC,"UNITY PL. STORAGE - CHEMICAL, FOR BOILER, LIQUID NTA 20%",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$2,300.00",,
SMALL PURCHASE,2104972,STANDARD,THOMAS C WILSON LLC,"2HPVACUUM CLEANER DRY ONLY W/ HOSE & ST, 9700212535 PAPER BAG (PKG OF 5)",Brooklyn Property Management,RED HOOK EAST-0202,BROOKLYN,"$1,530.90",,
SMALL PURCHASE,2104987,STANDARD,BRAGLEY CARRYING CASE CORP.,"BREUKELENMAINSTORERM - HARDWARE.METAL - FABRICATION, WROUGHT IRON - WINDOW GUARDS",Brooklyn Property Management,BREUKELENMAINSTORERM,BROOKLYN,"$1,110.00",,
SMALL PURCHASE,2105005,STANDARD,THOMAS C WILSON LLC,"2HPVACUUM CLEANER DRY ONLY W/ HOSE & ST, PAPER BAG (PKG OF 5)- Quote #232563",Brooklyn Property Management,BAYVIEW-0670,BROOKLYN,"$1,530.90",,
SMALL PURCHASE,2105048,STANDARD,UNITED SUPPLY CORP.,GOWANUS-0515 - JANITORIAL SUPPLIES - QUOTE #516225,Brooklyn Property Management,GOWANUS-0515,BROOKLYN,"$1,195.60",,
SMALL PURCHASE,2105079,STANDARD,GIL MEYEROWITZ INCORPORATED,"BRASS UNION LF, 160Z BLUE MONSTER PIPE SEALANT- Quote #087398",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,$490.75,,
SMALL PURCHASE,2105080,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,Fan wheel for Pink Houses- Quote #257--Requisition #1510485,Brooklyn Property Management,LOUIS PINK-0235,BROOKLYN,"$4,363.10",,
SMALL PURCHASE,2105081,STANDARD,GIL MEYEROWITZ INCORPORATED,"4 X 2 1/2 X 2 1/2 STM TEE- Quote #087434--Requisition #1510645- order placed by MELENDEZ, RAFAEL",Brooklyn Property Management,SAMUEL TILDEN-0233,BROOKLYN,$225.00,,
SMALL PURCHASE,2105082,STANDARD,SUPERIOR HEATING SUPPLY INC.,"2"" GAS VENT VALVE NO--Quote #M1839--Requisition # 1510652",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$1,380.00",,
SMALL PURCHASE,2105083,STANDARD,SUPERIOR HEATING SUPPLY INC.,"PRESSURE RELIEF SETAT 250-Quote #M1841--Requisitio #1510853--order placed by JOHNSON, MICHAEL",Brooklyn Property Management,BREUKELEN-0212,BROOKLYN,"$2,970.00",,
SMALL PURCHASE,2105084,STANDARD,SUPERIOR HEATING SUPPLY INC.,"CLEAVLAND HAYES--Quote #M1843--Requisition #1512160--order placed by ALSTON, BEANA",Brooklyn Property Management,ATLANTIC TERM-0384,BROOKLYN,"$3,798.00",,
SMALL PURCHASE,2105097,STANDARD,MSC INDUSTRIAL SUPPLY,"MACHINERY - NYS PC67234 - TRUCK, HAND, CONVERTABLE, 10"" X 2.75"" X 14"" TOE PLATE, FAIRBANKS #CVN1500-10PN OR EQUAL - REQ# 1506011 - BUSHWICK-0430",Brooklyn Property Management,BUSHWICK-0430,BROOKLYN,"$1,230.21",,
SMALL PURCHASE,2105105,STANDARD,GOODWAY TECHNOLOGIES CORPORATION,BAYVIEW-0670 - LIQUID DESCALER FOR STAINLESS STEEL SOLUTION - QUOTE #197139,Brooklyn Property Management,BAYVIEW-0670,BROOKLYN,"$3,444.00",,
SMALL PURCHASE,2105115,STANDARD,GOODWAY TECHNOLOGIES CORPORATION,GRAVESEND-0225 - LIQUID DESCALER FOR STAINLESS STEEL SOLUTION - QUOTE #197141,Brooklyn Property Management,GRAVESEND-0225,BROOKLYN,"$2,460.00",,
SMALL PURCHASE,2105122,STANDARD,GOODWAY TECHNOLOGIES CORPORATION,SHEEPSHEAD BAY-0314 - LIQUID DESCALER FOR STAINLESS STEEL SOLUTION - QUOTE #197143,Brooklyn Property Management,SHEEPSHEAD BAY-0314,BROOKLYN,"$4,428.00",,
SMALL PURCHASE,2105179,STANDARD,TRI BORO OFFICE CORP,"Office Supplies,Pens, markers, staples, estimate 9934",Brooklyn Property Management,GLENWOOD-0584,BROOKLYN,"$1,519.97",,
GOVERMENT LIST,2105222,STANDARD,W.W. GRAINGER INC.,"HAMMER DRILL, 1/2"", KIT, CORDLESS, 20 VOLT, T-HANDLE WITH ADJUSTABLE CLUTCH, KIT INCLUDES (2) LI-ION BATTERIES, CHARGER, BELT HOOK, SIDE HANDLE & KIT BOX, DEWALT NYSPC 67235",Brooklyn Property Management,ELEVATOR SERVICES & REPAIR (CO),BROOKLYN,$538.00,,
SMALL PURCHASE,2105254,STANDARD,CASTLE HILL ELECTRICAL SUPPLY CO,MARCYMAINSTORERM- QUOTE# 1293919 (4PCS) EMERGENCY LIGHT,Brooklyn Property Management,MARCYMAINSTORERM,BROOKLYN,$190.96,,
SMALL PURCHASE,2105280,STANDARD,ANALYTICAL & COMBUSTION SYSTEMS,"PWC ANALOG OUTPUT CARD- Quote #258- order placed by HERNANDEZ, LILLIAN- Requisition #1513320",Brooklyn Property Management,SUMNER-0538,BROOKLYN,"$1,458.00",,
SMALL PURCHASE,2105292,STANDARD,"C.J. KEAN CO., INC",conventional radiator- Requisition #1514067,Brooklyn Property Management,O'DWYER GARDENS-0582,BROOKLYN,$300.00,,
GOVERMENT LIST,2105296,STANDARD,FASTENAL COMPANY,"BUSHWICKSTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 88775 - Contract No: PC67227",Brooklyn Property Management,BUSHWICKSTORERM,BROOKLYN,$81.09,,
SMALL PURCHASE,2105337,STANDARD,PARK SLOPE PLUMBING SUPPLY CORP.,Plumbing & Heating- Emergency plumbing supplies to fix a leak,Brooklyn Property Management,WYCKOFF GARDENS-0272,BROOKLYN,$893.73,,
SMALL PURCHASE,2105354,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SHEEPSHEAD BAY-0314 - HARDWARE.HARDWARE - DOOR - MEDECO KEYS AND CYLINDERS - QUOTE - NYCHA040821MMP # 9 (2105354) QUOTE - NYCHA033021MMP # 8 (2105351) - REQ. # 1511841 - REQ. # 1511820,Brooklyn Property Management,SHEEPSHEAD BAY-0314,BROOKLYN,"$8,450.00",,
SMALL PURCHASE,2105360,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SHEEPSHEAD BAY-0314 - HARDWARE.HARDWARE - DOOR - MEDECO KEYS AND CYLINDERS - NYCHA033021MMP # 3 - QUOTE - NYCHA033021MMP # 4 - QUOTE - NYCHA033021MMP # 6,Brooklyn Property Management,SHEEPSHEAD BAY-0314,BROOKLYN,"$9,880.00",,
SMALL PURCHASE,2105361,STANDARD,SENTINEL DIVERSIFIED INDUSTRIES INC,SHEEPSHEAD BAY-0314 - HARDWARE.HARDWARE - DOOR - MEDECO KEYS AND CYLINDERS - QUOTE - NYCHA033021MMP # 5 - QUOTE - NYCHA040821MMP # 7 - (2105349) - REQ. # 1512483 AND REQ. # 1511802,Brooklyn Property Management,SHEEPSHEAD BAY-0314,BROOKLYN,"$6,110.00",,
SMALL PURCHASE,2105377,STANDARD,W.W. GRAINGER INC.,"MACHINERY - NYS#PC67235 - MOTOR 3/4HP 3 PHASE , 208/360V.ODP 56J FRAME, DUNHAM/MEPCO #S-2772RA - REQ# 1489688, 1491060 UNITY PL. STORAGE",Brooklyn Property Management,UNITY PL. STORAGE,BROOKLYN,"$9,009.60",,
GOVERMENT LIST,2105380,STANDARD,W.W. GRAINGER INC.,"UNITYPLAZASTORERM - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 2047234037 - PC67235",Brooklyn Property Management,UNITYPLAZASTORERM,BROOKLYN,$29.43,,
GOVERMENT LIST,2105388,STANDARD,W.W. GRAINGER INC.,"PARK ROCK CONSO-0765 - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - QUOTE 2047226157 - PC67235",Brooklyn Property Management,PARK ROCK CONSO-0765,BROOKLYN,$165.90,,
SMALL PURCHASE,2105391,STANDARD,DAYTON INDUSTRIAL CORP,"BOWL, ONLY, 1.6 GALLON, WHITE, ROUND FRONT TYPE WITH BOLT CAPS, GERBER # 21-152 MUST BE ORDER WITH TANK ITEM NUMBER 1504974551, TANK, ONLY, 1.6 GALLON, WHITE, GERBER # 28-170- Quote # 160060",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$1,432.25",,
SMALL PURCHASE,2105427,STANDARD,APR INDUSTRIES INC.,"WHITMANMAINSTORERM - HARDWARE.HARDWARE - DOOR LOCK, MORTISE, LEFT HAND, LESS CYLINDER WITH TRIM HTH, US10 FIN., - QUOTE 356",Brooklyn Property Management,WHITMANMAINSTORERM,BROOKLYN,"$3,799.00",,
SMALL PURCHASE,2105429,STANDARD,"PROGRESSIVE HARDWARE CO., INC.","BROWNSVILLESTORERM - HARDWARE.HARDWARE - DOOR PLATE, DOOR, 7"" X 2-1/4"", WITH TURNKNOB ATTACHMENT & OPENING FOR DOOR KNOB - QUOTE 5910B",Brooklyn Property Management,BROWNSVILLESTORERM,BROOKLYN,$135.00,,
SMALL PURCHASE,2105435,STANDARD,THE GARDEN DEPT CORP,REQ# 1510531,Brooklyn Property Management,BORINQUEN II-0390,BROOKLYN,"$1,650.00",,
SMALL PURCHASE,2105437,STANDARD,THE GARDEN DEPT CORP,"GROUNDS - TOPSOIL, SCREENED, 30 YARD MIN.DELIVERY - REQ# 1512982 - PENN/WORTMAN -0305",Brooklyn Property Management,PENN/WORTMAN -0305,BROOKLYN,"$1,650.00",,
SMALL PURCHASE,2105457,STANDARD,APR INDUSTRIES INC.,"CYPRESSHILLSSTORERM - KNOB SET, FOR APT ENTRY & STOREROOM EW DOORS, PINNED TO 007 SPINDLE, US3, COMPLETE WITH TA TRIM, LOCKING UNIT, (2) HUBS AND (2) ROSETTES FOR ARROW / APRUSA MORTISE LOCK - QUOTE 357",Brooklyn Property Management,CYPRESSHILLSSTORERM,BROOKLYN,"$3,597.00",,
GOVERMENT LIST,2105458,STANDARD,FASTENAL COMPANY,"RED HOOK EAST-0202 - HARDWARE.FASTENERS - BOLTS, NUTS, RIVETS - Contract No: PC67227 - QUOTE 88889",Brooklyn Property Management,RED HOOK EAST-0202,BROOKLYN,$50.19,,
GOVERMENT LIST,2105511,STANDARD,FASTENAL COMPANY,MARCY-0514 - HARDWARE.CHAIN - Contract No: PC67227 - QUOTE 88997,Brooklyn Property Management,MARCY-0514,BROOKLYN,$663.26,,
SMALL PURCHASE,2105512,STANDARD,MERCURY PAINT CORP,"MEMBRANE, MODIFIED BITUMINOUS, TORCHABLE, BLACK, 160 MIL THICK, 39"" WIDE X 33' LONG, 87 LBS., SMOOTH SURFACE WITH POLYESTER MAT AND POLYMER COATING, ASBESTOS-FREE,FIRESTONE #APP160--Quote #10088541",Brooklyn Property Management,BOULEVARD-0637,BROOKLYN,"$1,237.50",,
SMALL PURCHASE,2105551,STANDARD,"BOTTOM LINE CONSTRUCTION, INC.","MACHINERY - SPACER, 5/8"", ANODIZED, RAMAPO #P15584AR - REQ# 1508708, 1508748",Brooklyn Property Management,CITYWIDE DEVELOPMENTS,BROOKLYN,"$2,830.00",,
SMALL PURCHASE,2105558,STANDARD,SUPERIOR HEATING SUPPLY INC.,"C4 SLEEVE- Quote #M1821- order placed by GARLAND, LAKISHA",Brooklyn Property Management,BAYVIEW-0670,BROOKLYN,"$1,253.00",,
SMALL PURCHASE,2105559,STANDARD,SUPERIOR HEATING SUPPLY INC.,"C4 SLEEVE- Quote #M1822-order placed by GARLAND, LAKISHA",Brooklyn Property Management,MARLBORO-0426,BROOKLYN,"$1,253.00",,
SMALL PURCHASE,2105561,STANDARD,SUPERIOR HEATING SUPPLY INC.,"GEM SENSOR- Quote #M1836- order placed by GARLAND, LAKISHA",Brooklyn Property Management,TAPSCOTT A-0361,BROOKLYN,$249.00,,
